xa_S1,ya_S1,za_S1,xgb_S1,ybg_S1,zbg_S1,tilt_x_S1,tilt_y_S1,tilt_z_S1,tilt_accx_S1,tilt_accy_S1,tilt_accz_S1,xa_S2,ya_S2,za_S2,xgb_S2,ybg_S2,zbg_S2,tilt_x_S2,tilt_y_S2,tilt_z_S2,tilt_accx_S2,tilt_accy_S2,tilt_accz_S2,State_S2
-0.4987793,-0.8564453,0.3525391,0.00603056,2.247565,-0.595626,-43.79831,22.8657,-56.36666,-54.50472,28.30434,-70.41928,-0.1303711,-0.2397461,-0.3842773,0.8861756,1.556015,0.9002442,-24.25486,12.82409,-115.2754,-30.57514,16.05784,-144.6189,Unknown
-0.4904785,-0.8486328,0.3457031,0.2350382,1.804817,-0.9162367,-44.01383,22.99631,-56.66335,-54.73595,28.15815,-70.57253,-0.1320801,-0.2453613,-0.387207,0.9167099,1.403344,0.9155113,-24.37534,12.90971,-115.8416,-30.95272,16.07339,-144.2594,Unknown
-0.4892578,-0.8479004,0.3493652,0.08236647,2.217031,-0.8246336,-44.22558,23.13058,-56.94939,-54.66208,28.08034,-70.35934,-0.1291504,-0.244873,-0.3864746,0.7793052,1.082733,0.8544428,-24.49644,12.9827,-116.3999,-31.00336,15.76347,-144.3848,Unknown
-0.4919434,-0.8486328,0.3369141,0.1129008,2.171229,-0.6414275,-44.43757,23.26618,-57.24071,-54.90789,28.31499,-71.0439,-0.1318359,-0.239502,-0.3859863,0.7640381,1.617084,0.6712368,-24.60445,13.06891,-116.9565,-30.42091,16.18406,-144.6905,Unknown
-0.4909668,-0.8479004,0.3466797,0.128168,2.430771,-0.6872291,-44.64045,23.39801,-57.51561,-54.66933,28.18992,-70.51461,-0.1271973,-0.2426758,-0.3942871,0.8556412,1.846092,0.7475727,-24.70698,13.14191,-117.5105,-30.35982,15.36207,-145.2045,Unknown
-0.5148926,-0.8461914,0.3430176,0.06709921,2.125427,-0.8399009,-44.82321,23.54967,-57.79564,-53.82779,29.41918,-70.89922,-0.1298828,-0.2368164,-0.392334,0.5655649,1.342275,0.7628398,-24.80136,13.21397,-118.0589,-29.81379,15.8239,-145.4552,Unknown
-0.4995117,-0.8522949,0.3505859,0.1434351,1.820084,-0.7024961,-45.0127,23.67282,-58.05858,-54.3964,28.45833,-70.46099,-0.1240234,-0.2431641,-0.3847656,0.489229,0.9300611,0.7781069,-24.91868,13.2682,-118.5792,-31.02706,15.242,-144.6468,Unknown
-0.498291,-0.8569336,0.3554688,-0.1161069,1.636878,-0.5803587,-45.20341,23.78823,-58.31138,-54.46264,28.24045,-70.27232,-0.1206055,-0.2416992,-0.3911133,-0.02985501,0.8689924,0.5796337,-25.03198,13.30873,-119.107,-30.56348,14.6985,-145.3695,Unknown
-0.4916992,-0.8452148,0.3464355,0.3266413,1.468939,-0.3208168,-45.38612,23.89848,-58.55938,-54.56293,28.29284,-70.4913,-0.1281738,-0.2380371,-0.3862305,0.0006792545,0.9605954,0.3964274,-25.13784,13.37219,-119.6193,-30.32507,15.7757,-145.0089,Unknown
-0.4936523,-0.8444824,0.347168,0.128168,1.484206,-0.1834122,-45.56549,24.01029,-58.80008,-54.4487,28.39822,-70.45967,-0.1262207,-0.2392578,-0.3830566,0.0922823,0.9911298,0.2742901,-25.24727,13.4316,-120.1183,-30.67753,15.61426,-144.7707,Unknown
