this file contains data from all 3 sensors in the format of sensor1,2,3 with each sensor having accx,accy,accz,gyrox,gyroy,gyroz,gyro_biasedx,...,gyro_biasedz.

sensor-1-1,sensor-1-2,sensor-1-3,sensor-1-4,sensor-1-5,sensor-1-6,sensor-1-7,sensor-1-8,sensor-1-9,sensor-2-1,sensor-2-2,sensor-2-3,sensor-2-4,sensor-2-5,sensor-2-6,sensor-2-7,sensor-2-8,sensor-2-9,sensor-3-1,sensor-3-2,sensor-3-3,sensor-3-4,sensor-3-5,sensor-3-6,sensor-3-7,sensor-3-8,sensor-3-9,posture
-0.4912109,-0.8110352,0.2553711,-2.564885,-1.206107,0.9923664,-0.422015,0.4990541,-0.4306872,-0.7180176,0.1235352,0.828125,0.07633588,1.282443,-0.0610687,1.325618,0.3325496,0.2795113,0.4399414,0.279541,0.03515625,-3.419847,0.8549618,-3.038168,0.3806725,0.05825949,0.3421996,SLOUCH_MILD
-0.4814453,-0.8112793,0.2595215,-2.335878,-1.89313,0.7022901,-0.1930075,-0.1879688,-0.7207636,-0.7045898,0.1174316,0.8222656,-1.114504,1.984733,-0.2748091,0.1347785,1.03484,0.06577084,0.4343262,0.2714844,0.0324707,-1.709924,-0.2290076,-2.534351,2.090596,-1.02571,0.8460164,SLOUCH_MILD
-0.4897461,-0.8110352,0.2558594,-1.648855,-1.984733,0.870229,0.4940155,-0.2795719,-0.5528246,-0.7224121,0.1101074,0.8129883,-1.679389,2.335878,-0.04580153,-0.430107,1.385985,0.2947785,0.4350586,0.2758789,0.04956055,-5.251908,-0.6412213,-2.625954,-1.451389,-1.437924,0.7544134,SLOUCH_MILD
-0.4868164,-0.8122559,0.2651367,-2.717557,-2.091603,1.022901,-0.5746868,-0.3864421,-0.4001528,-0.7143555,0.1069336,0.8271484,0.5343512,1.236641,-0.6259542,1.783633,0.286748,-0.2853742,0.4313965,0.2780762,0.03173828,-1.206107,-0.3664122,-3.465649,2.594413,-1.163115,-0.08528137,SLOUCH_MILD
-0.4875488,-0.8117676,0.2575684,-2.717557,-2.152672,1.801527,-0.5746868,-0.4475108,0.378473,-0.7131348,0.1054688,0.8198242,-1.847328,1.908397,-0.1374046,-0.5980458,0.9585038,0.2031754,0.4394531,0.2805176,0.02587891,-2.671756,1.389313,-3.419847,1.128764,0.5926106,-0.03947973,SLOUCH_MILD
-0.4741211,-0.8110352,0.2590332,-3.160305,-1.816794,1.816794,-1.017435,-0.1116329,0.3937403,-0.717041,0.1098633,0.8220215,-1.557252,1.022901,-0.03053435,-0.3079696,0.0730077,0.3100456,0.435791,0.2758789,0.01879883,-3.19084,0.351145,-3.755725,0.6096799,-0.4455573,-0.3753576,SLOUCH_MILD
-0.4855957,-0.8110352,0.2526855,-2.671756,-1.938931,1.587786,-0.5288854,-0.2337704,0.1647327,-0.7231445,0.111084,0.8105469,-2.335878,1.450382,0.0610687,-1.086596,0.5004885,0.4016487,0.4226074,0.2768555,0.0378418,-3.984733,1.374046,-3.312977,-0.1842132,0.5773435,0.06739044,SLOUCH_MILD
-0.4853516,-0.8103027,0.253418,-2.916031,-2.183206,1.374046,-0.7731602,-0.4780451,-0.04900777,-0.7165527,0.1123047,0.8112793,-0.2900764,1.267176,-0.2290076,0.959206,0.3172824,0.1115724,0.4316406,0.2758789,0.03442383,-3.282443,-0.03053435,-3.114504,0.5180769,-0.8272367,0.2658637,SLOUCH_MILD
-0.4782715,-0.8125,0.2578125,-2.320611,-1.633588,1.557252,-0.1777403,0.07157314,0.1341983,-0.7180176,0.1088867,0.8190918,-1.648855,1.129771,-0.4885496,-0.3995726,0.1798779,-0.1479696,0.4411621,0.2736816,0.01708984,-3.664122,0.9160305,-3.572519,0.1363976,0.1193282,-0.1921515,SLOUCH_MILD
-0.4855957,-0.802002,0.2470703,-2.717557,-1.78626,1.618321,-0.5746868,-0.08109856,0.195267,-0.7165527,0.1105957,0.8146973,-0.7022901,0.8091603,-0.4122138,0.5469923,-0.1407328,-0.07163376,0.4331055,0.279541,0.02758789,-3.496183,0.9923664,-3.740458,0.3043365,0.1956641,-0.3600905,SLOUCH_MILD
-0.4863281,-0.7995605,0.2358398,0.8854962,-4.427481,0.7633588,3.028367,-2.72232,-0.6596949,-0.7067871,0.1157227,0.8356934,-1.480916,3.496183,-1.816794,-0.2316337,2.54629,-1.476214,0.4345703,0.2963867,0.04711914,-2.396947,-2.458015,-3.068702,1.403573,-3.254718,0.3116653,SLOUCH_EXT
-0.4978027,-0.8171387,0.2419434,1.526718,-4.015267,1.053435,3.669588,-2.310106,-0.3696185,-0.6965332,0.1115723,0.838623,-0.3664122,3.450382,-2.48855,0.8828701,2.500489,-2.14797,0.4287109,0.2687988,0.02783203,2.045802,-2.045802,-3.206107,5.846321,-2.842504,0.1742606,SLOUCH_EXT
-0.4909668,-0.8046875,0.2490234,1.40458,-4.687023,0.7022901,3.547451,-2.981862,-0.7207636,-0.7084961,0.1149902,0.8234863,-2.167939,5.603054,-1.51145,-0.9186565,4.653161,-1.17087,0.4399414,0.2822266,0.03320313,-0.4274809,-1.419847,-2.076336,3.373039,-2.21655,1.304032,SLOUCH_EXT
-0.4816895,-0.807373,0.2805176,2.381679,-5.129771,0.1832061,4.524549,-3.42461,-1.239848,-0.717041,0.1166992,0.8122559,-3.633588,5.114504,-1.221374,-2.384305,4.164611,-0.880794,0.4309082,0.2709961,0.02514648,1.725191,-1.847328,-2.59542,5.525711,-2.644031,0.7849476,SLOUCH_EXT
-0.4765625,-0.7978516,0.2756348,3.29771,-4.992366,0.4580153,5.44058,-3.287205,-0.9650384,-0.7143555,0.1083984,0.8049316,-3.603053,5.648855,-1.740458,-2.353771,4.698962,-1.399878,0.4284668,0.2773438,0.01904297,0.4732824,-3.312977,-2.473282,4.273802,-4.109679,0.9070852,SLOUCH_EXT
-0.4782715,-0.8110352,0.2878418,3.923664,-7.08397,0.1526718,6.066535,-5.378808,-1.270382,-0.7163086,0.1040039,0.8034668,-3.419847,7.068702,-1.770992,-2.170565,6.118809,-1.430412,0.4321289,0.2702637,0.02758789,1.969466,-1.114504,-2.641221,5.769985,-1.911206,0.7391462,SLOUCH_EXT
-0.479248,-0.8061523,0.2766113,2.961832,-6.229008,0.5343512,5.104702,-4.523847,-0.8887025,-0.7407227,0.09521484,0.8066406,-3.145038,8.274809,-1.709924,-1.895756,7.324916,-1.369344,0.4414063,0.2800293,0.02270508,-0.5343512,-4.351145,-1.496183,3.266169,-5.147848,1.884184,SLOUCH_EXT
-0.4836426,-0.8095703,0.2758789,3.480916,-7.099236,-0.3358779,5.623786,-5.394075,-1.758932,-0.697998,0.1015625,0.8046875,-1.725191,6.625954,-1.633588,-0.4759085,5.676061,-1.293008,0.4196777,0.2680664,0.02246094,2.80916,-2.10687,-1.419847,6.60968,-2.903573,1.96052,SLOUCH_EXT
-0.4770508,-0.800293,0.2956543,3.465649,-6.70229,0.07633588,5.60852,-4.997129,-1.346718,-0.7407227,0.09301758,0.8032227,-4.0,8.152672,-1.068702,-2.750718,7.202779,-0.7281223,0.4421387,0.2834473,0.01953125,0.1526718,-2.656489,-1.435114,3.953192,-3.453191,1.945253,SLOUCH_EXT
-0.4941406,-0.8005371,0.295166,4.564886,-7.770992,0.2290076,6.707756,-6.065831,-1.194046,-0.7150879,0.09960938,0.8046875,-2.534351,6.625954,-1.267176,-1.285069,5.676061,-0.9265956,0.4221191,0.2663574,0.008056641,3.740458,-2.961832,-2.076336,7.540977,-3.758534,1.304032,SLOUCH_EXT
-0.4645996,-0.7944336,0.3022461,4.0,-6.091603,0.7633588,6.14287,-4.386442,-0.6596949,-0.7700195,0.07080078,0.8051758,-7.832061,7.312977,-0.5801527,-6.582779,6.363084,-0.2395727,0.4487305,0.2849121,0.01635742,0.6717557,0.6564885,-2.900763,4.472275,-0.1402138,0.4796042,SLOUCH_EXT
-0.4741211,-0.8015137,0.307373,4.061069,-6.229008,0.7175572,6.203939,-4.523847,-0.7054964,-0.7158203,0.09375,0.7922363,-2.549618,4.198473,-1.633588,-1.300336,3.24858,-1.293008,0.4296875,0.2663574,0.006591797,2.061069,-4.412214,-2.015267,5.861588,-5.208916,1.3651,SLOUCH_EXT
-0.4711914,-0.7888184,0.3220215,6.122138,-6.778626,0.03053435,8.265008,-5.073465,-1.392519,-0.7460938,0.08007813,0.7736816,-7.160306,7.007634,-1.725191,-5.911023,6.057741,-1.384611,0.4350586,0.2666016,0.01513672,-1.29771,-0.2900764,-3.664122,2.50281,-1.086779,-0.2837546,SLOUCH_EXT
-0.4716797,-0.7885742,0.3347168,7.557252,-8.564885,-0.2442748,9.700123,-6.859724,-1.667328,-0.7229004,0.09008789,0.7822266,-2.183206,7.877862,-2.671756,-0.9339237,6.927969,-2.331176,0.4277344,0.2648926,-0.0078125,3.984733,-5.648855,-1.022901,7.785253,-6.445557,2.357467,SLOUCH_EXT
-0.4645996,-0.7851563,0.3569336,7.19084,-9.068703,-0.7328244,9.33371,-7.363542,-2.155878,-0.7736816,0.07397461,0.7719727,-8.152672,8.992367,-0.870229,-6.903389,8.042474,-0.529649,0.4499512,0.2805176,0.0,2.549618,-2.290076,-0.1832061,6.350138,-3.086779,3.197161,SLOUCH_EXT
-0.4628906,-0.7839355,0.345459,3.984733,-8.396947,0.1679389,6.127604,-6.691786,-1.255115,-0.7524414,0.07861328,0.7880859,-1.740458,5.78626,-0.3206107,-0.4911757,4.836367,0.01996931,0.4418945,0.2727051,0.01000977,1.236641,-3.877863,-0.4427481,5.037161,-4.674565,2.937619,SLOUCH_EXT
-0.4501953,-0.7873535,0.3596191,5.78626,-8.656488,-1.282443,7.92913,-6.951327,-2.705496,-0.7585449,0.0690918,0.7651367,-5.51145,8.534351,-0.1832061,-4.262168,7.584458,0.1573739,0.4272461,0.2612305,-0.000244141,1.129771,0.2900764,-0.8854962,4.930291,-0.506626,2.494871,SLOUCH_EXT
-0.451416,-0.7919922,0.362793,5.648855,-8.870229,0.1832061,7.791725,-7.165068,-1.239848,-0.7644043,0.0871582,0.7888184,-3.78626,6.610687,-0.3664122,-2.536977,5.660794,-0.02583224,0.4487305,0.2658691,0.005126953,0.8396947,-3.221374,-0.610687,4.640214,-4.018076,2.769681,SLOUCH_EXT
-0.4399414,-0.793457,0.388916,5.038168,-8.305344,-0.5954198,7.181038,-6.600183,-2.018473,-0.7924805,0.05737305,0.7490234,-10.19847,6.137404,0.4427481,-8.94919,5.187511,0.7833281,0.4404297,0.2705078,-0.01416016,2.412214,0.5801527,-1.29771,6.212733,-0.2165496,2.082658,SLOUCH_EXT
-0.4335938,-0.7827148,0.3806152,3.801527,-6.274809,-0.8396947,5.944397,-4.569648,-2.262748,-0.7805176,0.06591797,0.7529297,-2.366412,3.664122,-1.251908,-1.11713,2.714229,-0.9113284,0.4453125,0.2705078,-0.001220703,-2.946565,-6.763359,0.04580153,0.8539548,-7.560061,3.426169,SLOUCH_EXT
-0.4428711,-0.7885742,0.3989258,5.312977,-5.877862,-1.343511,7.455848,-4.172701,-2.766565,-0.7802734,0.07446289,0.7570801,-4.030534,6.38168,-0.7328244,-2.781252,5.431787,-0.3922445,0.4475098,0.2539063,-0.01269531,-2.274809,-0.778626,-0.4580153,1.525711,-1.575328,2.922352,SLOUCH_EXT
-0.4382324,-0.7780762,0.3920898,2.10687,-5.679389,0.0,4.249741,-3.974228,-1.423054,-0.7875977,0.06933594,0.7536621,-2.503817,3.664122,-0.5038168,-1.254534,2.714229,-0.1632368,0.4526367,0.2736816,-0.01025391,-3.847328,-3.694656,-0.5954198,-0.04680848,-4.491359,2.784948,SLOUCH_EXT
-0.4428711,-0.7756348,0.3896484,1.969466,-7.129771,-1.114504,4.112336,-5.42461,-2.537558,-0.7436523,0.07495117,0.7502441,-1.343511,4.198473,-0.1221374,-0.09422911,3.24858,0.2184426,0.423584,0.2424316,-0.002685547,1.648855,-0.7328244,-1.526718,5.449375,-1.529527,1.85365,SLOUCH_EXT
-0.4304199,-0.7822266,0.4086914,6.412214,-10.80916,-0.8549618,8.555084,-9.103999,-2.278015,-0.7495117,0.0690918,0.75,-6.015267,8.290076,-1.328244,-4.765985,7.340183,-0.9876643,0.4238281,0.2438965,-0.03515625,3.053435,-2.167939,-0.4580153,6.853955,-2.964641,2.922352,SLOUCH_EXT
-0.4353027,-0.7766113,0.4162598,9.954199,-12.53435,-0.9160305,12.09707,-10.82919,-2.339084,-0.7636719,0.0637207,0.7475586,-9.61832,12.24428,-1.725191,-8.369038,11.29438,-1.384611,0.4350586,0.2539063,-0.01928711,2.061069,-5.496183,1.328244,5.861588,-6.292886,4.708612,SLOUCH_EXT
-0.439209,-0.7758789,0.4262695,10.47328,-14.36641,0.04580153,12.61615,-12.66125,-1.377252,-0.7932129,0.06079102,0.7519531,-8.38168,13.41985,-3.40458,-7.132397,12.46995,-3.064,0.4470215,0.2617188,-0.01635742,5.221374,-11.80153,1.29771,9.021894,-12.59823,4.678078,SLOUCH_EXT
-0.4089355,-0.7841797,0.4460449,9.496183,-14.56489,1.038168,11.63905,-12.85972,-0.3848857,-0.8051758,0.04321289,0.729248,-10.83969,11.8626,-3.328244,-9.590412,10.9127,-2.987664,0.4377441,0.2597656,-0.0378418,6.366412,-10.06107,-1.129771,10.16693,-10.85777,2.250597,SLOUCH_EXT
-0.4133301,-0.7617188,0.4602051,9.526717,-12.1374,0.2748091,11.66959,-10.43224,-1.148245,-0.7990723,0.02368164,0.7072754,-7.969466,12.0,-4.625954,-6.720183,11.05011,-4.285374,0.4423828,0.2565918,-0.03051758,3.541985,-10.29008,-2.0,7.342505,-11.08678,1.380368,SLOUCH_EXT
-0.3964844,-0.7519531,0.4765625,7.89313,-10.85496,0.259542,10.036,-9.1498,-1.163512,-0.8032227,0.02416992,0.7041016,-7.419847,12.59542,-4.549618,-6.170565,11.64553,-4.209038,0.4453125,0.2492676,-0.03955078,2.931298,-10.9771,-0.7328244,6.731817,-11.7738,2.647543,SLOUCH_EXT
-0.3913574,-0.7409668,0.4934082,9.068703,-10.9313,-0.1984733,11.21157,-9.226136,-1.621527,-0.8171387,0.02441406,0.7019043,-6.48855,12.42748,-4.152672,-5.239267,11.47759,-3.812092,0.4382324,0.2460938,-0.04785156,2.977099,-10.53435,-0.9770992,6.777619,-11.33105,2.403268,SLOUCH_EXT
-0.3833008,-0.7421875,0.5141602,8.152672,-9.557252,-0.3053435,10.29554,-7.852091,-1.728397,-0.8339844,0.009521484,0.6896973,-6.290076,10.70229,-2.839695,-5.040794,9.752398,-2.499115,0.4506836,0.253418,-0.06005859,2.0,-6.427481,-2.030534,5.80052,-7.224183,1.349833,SLOUCH_EXT
-0.3901367,-0.7404785,0.510498,5.251908,-7.969466,-0.961832,7.394779,-6.264305,-2.384886,-0.8449707,0.006591797,0.682373,-6.152672,9.19084,-1.89313,-4.903389,8.240947,-1.55255,0.4665527,0.2524414,-0.05322266,1.175573,-6.320611,-1.343511,4.976092,-7.117313,2.036856,SLOUCH_EXT
-0.3752441,-0.7397461,0.5622559,3.603053,-5.923664,-0.9770992,5.745924,-4.218503,-2.400153,-0.8635254,0.003662109,0.6696777,-5.343512,8.488549,-1.679389,-4.094229,7.538656,-1.338809,0.4443359,0.2553711,-0.07177734,-2.564885,-4.763359,-1.038168,1.235634,-5.560061,2.3422,SLOUCH_EXT
-0.362793,-0.720459,0.5332031,2.122137,-4.671756,-1.312977,4.265008,-2.966595,-2.736031,-0.8525391,-0.01538086,0.6569824,-1.175573,4.351145,-1.801527,0.07370985,3.401252,-1.460947,0.4416504,0.244873,-0.06860352,-1.51145,-3.175573,-1.78626,2.289069,-3.972275,1.594108,SLOUCH_EXT
-0.3684082,-0.7189941,0.550293,1.175573,-2.687023,-0.870229,3.318443,-0.981862,-2.293283,-0.8596191,0.001953125,0.6652832,-0.7022901,3.29771,-1.984733,0.5469923,2.347817,-1.644153,0.4484863,0.2429199,-0.07714844,-0.2137404,-1.969466,-2.396947,3.586779,-2.766168,0.9834208,SLOUCH_EXT
-0.357666,-0.7214355,0.5454102,-0.0610687,-1.908397,0.01526718,2.081802,-0.203236,-1.407786,-0.8598633,0.001220703,0.6591797,-1.083969,1.847328,-1.877863,0.1653129,0.8974351,-1.537283,0.4506836,0.2441406,-0.0793457,-4.854962,-1.740458,-3.847328,-1.054442,-2.53716,-0.4669607,SLOUCH_EXT
-0.3818359,-0.7402344,0.5092773,-10.94656,3.022901,1.770992,-8.803694,4.728062,0.3479388,-0.8225098,0.009277344,0.6894531,2.748092,-3.938931,1.816794,3.997374,-4.888824,2.157374,0.4477539,0.2463379,-0.05908203,-6.610687,7.038168,-5.099236,-2.810168,6.241466,-1.718869,HUNCH_MOD
-0.392334,-0.7570801,0.489502,-11.17557,3.282443,1.954198,-9.032701,4.987604,0.5311449,-0.8271484,0.02148438,0.6887207,2.824427,-5.648855,2.70229,4.073709,-6.598748,3.04287,0.4455566,0.2470703,-0.04858398,-6.351145,5.923664,-5.51145,-2.550626,5.126962,-2.131083,HUNCH_MOD
-0.3876953,-0.7585449,0.4887695,-11.51145,3.694656,2.305344,-9.36858,5.399817,0.88229,-0.8395996,0.02856445,0.6962891,1.618321,-6.030534,2.824427,2.867603,-6.980427,3.165007,0.439209,0.2531738,-0.04174805,-6.076336,7.557252,-5.801527,-2.275816,6.76055,-2.421159,HUNCH_MOD
-0.3813477,-0.7646484,0.4729004,-11.38931,3.969466,2.717557,-9.246443,5.674627,1.294504,-0.8098145,0.03051758,0.7021484,1.938931,-7.068702,1.938931,3.188214,-8.018596,2.279511,0.4350586,0.2456055,-0.04101563,-6.610687,5.740458,-6.473282,-2.810168,4.943756,-3.092915,HUNCH_MOD
-0.3815918,-0.7714844,0.4604492,-9.267176,4.59542,2.290076,-7.124305,6.300581,0.8670226,-0.8139648,0.02636719,0.6984863,1.908397,-6.992366,0.7480916,3.157679,-7.942259,1.088672,0.4284668,0.2519531,-0.04907227,-7.51145,8.259542,-7.89313,-3.710931,7.462839,-4.512762,HUNCH_MOD
-0.3891602,-0.7753906,0.4648438,-9.19084,5.19084,1.923664,-7.047969,6.896001,0.5006104,-0.8059082,0.03588867,0.6982422,1.908397,-5.480916,0.3664122,3.157679,-6.430809,0.7069922,0.4416504,0.2470703,-0.04980469,-7.648855,6.732824,-5.496183,-3.848335,5.936122,-2.115816,HUNCH_MOD
-0.3981934,-0.776123,0.4521484,-10.06107,4.503817,1.938931,-7.918198,6.208978,0.5158777,-0.8041992,0.046875,0.7214355,4.091603,-5.908397,0.3206107,5.340886,-6.85829,0.6611906,0.4506836,0.2492676,-0.03100586,-8.015267,0.3053435,-4.412214,-4.214747,-0.4913588,-1.031846,HUNCH_MOD
-0.4013672,-0.7663574,0.4519043,-10.99237,4.473282,2.656489,-8.849497,6.178443,1.233435,-0.8017578,0.04052734,0.7260742,2.839695,-6.992366,1.496183,4.088977,-7.942259,1.836763,0.4455566,0.2519531,-0.03320313,-7.61832,5.450382,-5.221374,-3.817801,4.653679,-1.841006,HUNCH_MOD
-0.4108887,-0.7751465,0.440918,-11.25191,4.534351,2.70229,-9.109037,6.239512,1.279236,-0.7946777,0.03686523,0.7272949,2.076336,-7.496183,2.48855,3.325618,-8.446076,2.82913,0.4428711,0.2614746,-0.02856445,-8.671756,9.603053,-7.19084,-4.871236,8.806351,-3.810472,HUNCH_MOD
-0.4072266,-0.7790527,0.4313965,-13.22137,5.007634,2.931298,-11.0785,6.712795,1.508244,-0.8022461,0.04467773,0.7336426,1.251908,-8.061069,2.839695,2.501191,-9.010962,3.180275,0.4433594,0.2578125,-0.01928711,-12.30534,3.022901,-4.320611,-8.504824,2.226198,-0.940243,HUNCH_MOD
-0.4228516,-0.795166,0.4082031,-13.35878,6.229008,3.587786,-11.21591,7.934169,2.164732,-0.8046875,0.05249023,0.7495117,1.664122,-7.175572,2.931298,2.913404,-8.125465,3.271878,0.4499512,0.2595215,-0.02319336,-9.954199,8.152672,-5.908397,-6.153679,7.355969,-2.528029,HUNCH_MOD
-0.4230957,-0.786377,0.3916016,-13.70992,5.526718,4.473282,-11.56705,7.231879,3.050229,-0.7800293,0.05859375,0.7490234,-0.9465649,-6.274809,1.816794,0.3027174,-7.224702,2.157374,0.4440918,0.2675781,-0.02368164,-13.16031,1.312977,-3.679389,-9.359785,0.5162747,-0.2990217,HUNCH_MOD
-0.4250488,-0.798584,0.3735352,-13.28244,6.732824,4.946565,-11.13957,8.437985,3.523511,-0.7888184,0.04858398,0.7539063,-1.78626,-6.656488,0.1526718,-0.5369772,-7.606381,0.4932518,0.435791,0.2602539,-0.01708984,-13.03817,8.610687,-8.106871,-9.237648,7.813985,-4.726503,HUNCH_MOD
-0.4338379,-0.7910156,0.3867188,-13.38931,6.38168,6.900764,-11.24644,8.086841,5.47771,-0.7807617,0.06689453,0.7661133,-3.175573,-3.572519,-2.183206,-1.92629,-4.522412,-1.842626,0.4438477,0.2565918,-0.03149414,-12.99237,4.366412,-6.931298,-9.191847,3.56971,-3.55093,HUNCH_MOD
-0.4458008,-0.7929688,0.3522949,-13.22137,5.801527,5.664122,-11.0785,7.506688,4.241068,-0.7612305,0.06445313,0.7697754,-1.40458,-5.969466,0.259542,-0.1552978,-6.919359,0.600122,0.4462891,0.2683105,0.006591797,-9.877863,4.625954,-7.572519,-6.077343,3.829252,-4.192152,HUNCH_MOD
-0.4467773,-0.8039551,0.3427734,-11.31298,4.687023,5.251908,-9.170107,6.392184,3.828855,-0.7575684,0.05786133,0.7729492,-2.015267,-6.366412,0.6870229,-0.7659848,-7.316305,1.027603,0.4333496,0.2636719,-0.01464844,-8.473283,6.580153,-7.312977,-4.672763,5.78345,-3.93261,HUNCH_MOD
-0.4521484,-0.8039551,0.3254395,-12.58015,4.870229,4.946565,-10.43728,6.57539,3.523511,-0.769043,0.05395508,0.7797852,-2.564885,-6.396946,0.2748091,-1.315603,-7.346839,0.6153891,0.4494629,0.2783203,0.01586914,-9.267176,4.412214,-6.244275,-5.466656,3.615511,-2.863907,HUNCH_MOD
-0.4677734,-0.8056641,0.3098145,-19.57252,3.541985,5.007634,-17.42965,5.247146,3.58458,-0.7612305,0.0703125,0.7980957,-0.519084,-8.549619,0.07633588,0.7301984,-9.499512,0.4169158,0.4291992,0.2651367,0.009765625,-3.984733,6.503817,-9.160305,-0.1842132,5.707114,-5.779938,HUNCH_MOD
-0.4555664,-0.8190918,0.3083496,-19.80153,3.832061,5.282443,-17.65866,5.537222,3.859389,-0.7563477,0.04858398,0.7807617,-5.694656,-9.725191,-1.068702,-4.445374,-10.67508,-0.7281223,0.4328613,0.270752,0.006347656,-4.167939,3.541985,-8.458015,-0.367419,2.745282,-5.077648,HUNCH_MOD
-0.4838867,-0.828125,0.2854004,-16.19847,2.198473,4.396946,-14.0556,3.903634,2.973893,-0.7553711,0.0534668,0.8146973,-0.7938931,-8.351145,-2.320611,0.4553892,-9.301038,-1.980031,0.4379883,0.2849121,0.004394531,-5.557252,3.374046,-8.656488,-1.756732,2.577343,-5.276121,HUNCH_MOD
-0.4655762,-0.8376465,0.2824707,-13.81679,2.305344,4.442748,-11.67392,4.010505,3.019694,-0.7429199,0.05224609,0.8249512,-2.290076,-12.24428,-3.145038,-1.040794,-13.19417,-2.804458,0.435791,0.2888184,0.03027344,-6.885496,-2.427481,-7.099236,-3.084976,-3.224183,-3.718869,HUNCH_MOD
-0.4699707,-0.8017578,0.2636719,-20.8855,3.40458,5.954198,-18.74263,5.109741,4.531145,-0.7189941,0.04150391,0.7966309,-5.450382,-10.71756,-4.290076,-4.201099,-11.66745,-3.949496,0.4204102,0.2775879,0.004150391,-10.0916,-0.6717557,-7.969466,-6.291083,-1.468458,-4.589098,HUNCH_MOD
-0.4804688,-0.8220215,0.2543945,-16.65649,3.572519,5.358778,-14.51362,5.27768,3.935725,-0.7199707,0.04760742,0.8225098,-1.816794,-8.015267,-4.885496,-0.5675116,-8.96516,-4.544916,0.4260254,0.2770996,0.01147461,-11.19084,1.206107,-7.633588,-7.39032,0.4094046,-4.253221,HUNCH_MOD
-0.4924316,-0.8171387,0.2207031,-19.46565,3.038168,6.10687,-17.32278,4.743329,4.683816,-0.685791,0.03588867,0.8227539,-2.244275,-7.740458,-3.984733,-0.9949924,-8.690351,-3.644153,0.4211426,0.2827148,0.01220703,-9.297709,1.801527,-7.541985,-5.49719,1.004824,-4.161617,HUNCH_MOD
-0.5,-0.8208008,0.206543,-20.48855,1.465649,6.0,-18.34568,3.17081,4.576946,-0.6989746,0.02954102,0.8486328,-1.007634,-4.793893,-3.648855,0.2416488,-5.743786,-3.308275,0.4291992,0.2878418,0.0078125,-7.877862,0.961832,-7.022901,-4.077343,0.1651297,-3.642533,HUNCH_MOD
-0.5026855,-0.8295898,0.1994629,-19.31298,0.1068702,6.885496,-17.17011,1.812031,5.462442,-0.7026367,0.03808594,0.8395996,-4.290076,-4.656488,-3.496183,-3.040794,-5.606381,-3.155603,0.4316406,0.2849121,0.01879883,-7.526718,-1.145038,-7.328244,-3.726198,-1.941741,-3.947877,HUNCH_MOD
-0.5061035,-0.809082,0.166748,-13.72519,-2.671756,4.763359,-11.58232,-0.9665948,3.340305,-0.6689453,0.02612305,0.8513184,-2.793893,-3.541985,-2.366412,-1.544611,-4.491878,-2.025832,0.4226074,0.2670898,0.02148438,-6.366412,1.19084,-7.114504,-2.565892,0.3941373,-3.734136,HUNCH_MOD
-0.4997559,-0.795166,0.1865234,-5.450382,-3.221374,3.541985,-3.307511,-1.516213,2.118931,-0.7023926,0.02197266,0.8544922,-8.488549,-3.877863,-1.450382,-7.239267,-4.827756,-1.109802,0.4296875,0.2924805,0.03076172,-9.236641,-1.572519,-5.374046,-5.436121,-2.369221,-1.993678,HUNCH_MOD
-0.501709,-0.8261719,0.1953125,-1.160305,-4.458015,2.351145,0.982565,-2.752854,0.9280914,-0.6870117,0.02050781,0.8491211,-5.740458,-3.022901,0.2290076,-4.491176,-3.972794,0.5695876,0.4155273,0.2866211,0.008544922,-8.610687,0.2290076,-5.908397,-4.810167,-0.5676947,-2.528029,HUNCH_MOD
-0.5021973,-0.807373,0.1865234,-3.78626,-4.045802,3.89313,-1.643389,-2.340641,2.470076,-0.7087402,0.007324219,0.8693848,-9.877863,-1.007634,-0.8091603,-8.62858,-1.957527,-0.4685803,0.4304199,0.3061523,0.02709961,-9.78626,-3.022901,-6.076336,-5.98574,-3.819603,-2.695968,HUNCH_MOD
-0.4975586,-0.8347168,0.2053223,-12.74809,-4.076336,5.496183,-10.60522,-2.371175,4.07313,-0.697998,-0.002441406,0.8364258,-11.38931,-3.954198,-0.9923664,-10.14003,-4.904091,-0.6517864,0.4135742,0.2915039,0.01806641,-4.061069,-2.793893,-6.274809,-0.2605488,-3.590595,-2.894442,HUNCH_MOD
-0.5063477,-0.8242188,0.1669922,-14.41221,-2.717557,6.320611,-12.26934,-1.012396,4.897557,-0.6879883,-0.01757813,0.8383789,-7.648855,-1.832061,-1.51145,-6.399572,-2.781954,-1.17087,0.4208984,0.2993164,0.01147461,-5.419847,-0.04580153,-5.923664,-1.619328,-0.8425038,-2.543297,HUNCH_MOD
-0.5368652,-0.8256836,0.1599121,-13.43511,-1.847328,5.541985,-11.29224,-0.1421672,4.118931,-0.6835938,-0.01708984,0.8444824,-5.51145,-1.740458,-1.282443,-4.262168,-2.690351,-0.9418627,0.4196777,0.296875,0.009765625,-3.221374,0.1832061,-5.557252,0.5791457,-0.6134962,-2.176884,HUNCH_MOD
-0.517334,-0.8112793,0.1618652,-15.52672,-3.312977,4.70229,-13.38385,-1.607816,3.279236,-0.6906738,-0.02587891,0.8474121,-7.816794,-0.2900764,-1.40458,-6.567512,-1.239969,-1.064,0.4213867,0.3022461,0.01025391,-6.427481,0.1832061,-4.458015,-2.626961,-0.6134962,-1.077648,HUNCH_MOD
